Graham,Susan,University of California at Berkeley,Distinguished Prof CS,http://www.cs.berkeley.edu/~graham/,"ACM Fellow, NAE Member, AAAS Fellow","has page, needs work"
Grauman,Kristen,UT Austin,Associate Professor,www.cs.utexas.edu/~grauman/,IJCAI Computers and Thought Award 2013,no page
Greene,Diane,VMWare,"Co-Founder, CEO",http://www.eweek.com/c/a/IT-Infrastructure/Diane-Greene-Leaves-VMware/,"Founder and CEO of VMware 1998 - 2008, ABI Women of Vision","has page, needs work"
Greenwald,Amy,Brown University,Associate Professor,http://cs.brown.edu/people/faculty/amy.html,,no page
Greif,Irene,"IBM, formerly Lotus",Collaborative User Experience Group head,http://www-03.ibm.com/ibm/history/witexhibit/wit_fellows_greif.html,"ACM Fellow, AAAS Fellow, Formed Lotus Research 1992",no page
Greiner,Helen,iRobot,Co-Founder,http://anitaborginstitute.org/about/who-we-are/helen-greiner/,"ABI Women of Vision, WITI Hall of Fame","has page, needs work"
Grinter,Rebecca (Beki),Georgia Institute of Technology,Professor of Interactive Computing,http://www.cc.gatech.edu/~beki/Beki.html,CHI Academy,has page
Grosz,Barbara,Harvard,Professor,www.eecs.harvard.edu/grosz/,ACM Fellow,no page
Haas,Laura,IBM,Fellow and Director,http://researcher.watson.ibm.com/researcher/view.php?person=us-lmhaas,"ACM Fellow, NAE Member",no page
Hafkin,Nancy,"UN Economic Commission for Africa, in Ethiopia","Coordinator, African Information Society Initiative",http://www.internethalloffame.org/inductees/nancy-hafkin,Internet Hall of Fame,"has page, needs work"
Hall,Wendy,U Southampton (UK),Professor CS,http://users.ecs.soton.ac.uk/wh/,"ACM Fellow, DBE, Fellow Royal Society",has a page
Hambrusch,Susanne,"National Science Foundation, on leave from Purdue",Professor,http://www.cs.purdue.edu/~seh,"NSF Director: Computing and Communication Foundations, Board Member CRA and CRA-W",no page
Hanson,Vicki,University of Dundee,"Professor, Inclusive Technologies",http://anitaborg.org/news/profiles/abie-award-winners/vicki-hanson/,"ACM Fellow, SIGCHI Social Impact Award, ABI Women of Vision, Fellow Royal Society of Edinburgh",has a page
Harchol-Balter,Mor,Carnegie Mellon University,Associate Professor,www.cs.cmu.edu/~harchol,"Distinguished Speaker, Northwestern University",no page
Harrold,Mary Jean,Georgia Institute of Technology,Professor,http://www.cc.gatech.edu/~harrold,ACM Fellow,has a page
Hearst,Marti,University of California at Berkeley,Professor,http://awards.acm.org/award_winners/hearst_3302403.cfm,ACM Fellow,"has page, needs work"
Heinzelman,Wendi,University of Rochester,"Professor, Dean of Graduate Studies for Arts, Sciences & Engineering",http://www.ece.rochester.edu/~wheinzel/,Senior Member IEEE,no page
Hendren,Laurie,Mcgill,"Associate Dean, CS Professor",http://www.sable.mcgill.ca/~hendren/,"ACM Fellow, Fellow of the Royal Society of Canada",
Hermann,Grete,University of Göttingen,mathematician,http://arxiv.org/abs/0812.3986,published the foundational paper for computerized algebra,has a page
Hildreth,Ellen,Wellesley College,Professor,http://cs.wellesley.edu/~cs/ehildreth.html,AAAI Fellow,"has page, needs work"
Hillston,Jane,University of Edinburgh,Professor,http://homepages.inf.ed.ac.uk/jeh/,"Fellow of the Royal Society of Edinburgh, Roger Needham Award 2004, BCS/CPHC Distinguished Dissertation Award 1995","has a page, needs work"
Hirschberg,Julia,Columbia University,Professor,http://www.cs.columbia.edu/~julia/,AAAI Fellow,no page
Hobaika,Zeina,"Saint Joseph Univ., Lebanon","Assistant Professor, Faculty of Sciences",http://www.researchgate.net/profile/Zeina_Hobaika/,"TechWomen Emerging Leader, Top Ten Emerging Tech Women in MENA, UNESCO For Women In Science Pan Arab Region ",no page
Hodgins,Jessica,Carnegie Mellon University,Professor,www.cs.cmu.edu/~jkh,ACM SIGGRAPH Computer Graphics Achievement Award,no page
Holtzblatt,Karen,InContext,CEO and co-founder,http://incontextdesign.com/people/karen-holtzblatt-3/,"CHI Academy, SIGCHI Lifetime Practice Award",no page
Holz,Ida,"University of the Republic, Uruguay",Central Computer Services Director (retired),http://www.internethalloffame.org/inductees/ida-holz,Internet Hall of Fame,no page
Hoover,Erna Schneider,Bell Laboratories,"Researcher, Supervisor",http://web.mit.edu/invent/iow/hoover.html,"Computerized telephone switching system, earned one of 1st software patents",has a page
Hopper,Grace Murray,US Navy,Admiral,http://gracehopper.org/about-grace-hopper/,"1st compiler for a  programming language, Computer History Museum Fellow,  Distinguished Fellow of the British Computer Society, Fellow AAAS",has a page
Horwitz,Susan,University of Wisconsin,Professor,http://www.cs.wisc.edu/~horwitz,"ACM SIGSOFT Retrospective Impact Paper awards, ",has a page
Howe,Adele,Colorado State University,Professor,www.cs.colostate.edu/~howe/,,no page
Hu,Qiheng,China Internet Network Information Center,Founder,http://www.internethalloffame.org/inductees/qiheng-hu,"Internet Hall of Fame, Research Professor - Chinese Academy of Sciences",no page
Ibrahim,Lila,"Coursera, and Kleiner Perkins (KPCB)","Chief Business Officer, KPCB Partner",https://www.kpcb.com/partner/lila-ibrahim,"ABI Women of Vision, 18 years Intel executive, Purdue University-Outstanding Electrical and Computer Engineer",no page
Inkpen Quinn,Kori,Microsoft Research,Principal Researcher,http://research.microsoft.com/en-us/people/kori/,,no page
Irwin,Mary Jane,Penn. State,Professor,cse.psu.edu/research/mdl/mji,"ACM Fellow, IEEE Fellow, NAE Member, ACM-W Athena Lecturer",has a page
Jamieson,Leah,Purdue U,Dean of Engineering,https://engineering.purdue.edu/~lhj/,"ABI Woman of Vision, IEEE Fellow",has page but needs work
Jeffries,Robin,"Google, Sun Microsystems","Google (Engineer), Sun Microsystems (Distinguished Engineer)",http://terriko.dreamwidth.org/109270.html,"CHI Lifetime Service Award, ABI Systers Keeper Emeritus",no page
Jennings,Betty,ENIAC,programmer,http://eniacprogrammers.org/,"original ENIAC computer programmer team 1946, WITI Hall of Fame",no page
Jepsen,Mary Lou,Google X,Head of the Display Division,"http://www.time.com/time/specials/2007/article/0,28804,1733748_1733754_1736211,00.html","ABI Women of Vision, WITI Hall of Fame, One Laptop Per Child CTO, Pixel Qi Founder",has page but needs work
John,Bonnie,Carnegie Mellon University,Professor,http://www.cs.cmu.edu/~bej/,CHI Academy ,has a page
Johnson,Katherine,NASA Langley Research Ctr,mathematician and scientist,http://www.nasa.gov/centers/langley/news/researchernews/rn_kjohnson.html,calculated the trajectory of the early space launches,has page
Johnson,Kristina,US Dept Energy,Undersecretary 2009-2010,http://www.forbes.com/profile/kristina-johnson/,"IEEE Fellow, WITI Hall of Fame, Royal Flemish Academy for Arts & Sciences Member ",has a page
Johnson,Sandra K,IBM,,http://www.sandrakjohnson.com/,IEEE Fellow,no page
Jones,Anita Katherine,US Defense Research and Engineering,Director 1993-1997,http://www.aaas.org/news/releases/2013/0205_abelson_award.shtml,"NAE Member, IEEE Fellow, ACM Fellow",has a page
Jones,Karen Sparck,Cambridge,Professor,http://www.cl.cam.ac.uk/archive/ksj21/,"Fellow of the British Academy, AAAI Fellow, ACM-W Athena Lecturer","has a page, needs work"
Kaelbling,Leslie,MIT,Professor,people.csail.mit.edu/lpk/,AAAI Fellow,"has a page, needs work"
Kaiser,Gail,Columbia University,Professor,http://www.cs.columbia.edu/~kaiser/,USC CS Distinguished Lecturer,no page
Kanchanasut,Kanchana,"Asian Institute of Technology, Thailand","Director, Internet Education and Research Laboratory, and Professor of CS",http://www.internethalloffame.org/inductees/kanchana-kanchanasut,Internet Hall of Fame,no page
Karat,Clare-Marie,IBM - TJ Watson Research,former Research Staff Member ,http://www.ouxinstitute.com/FacultyOffices/FacultyBios/KaratC.php,CHI Lifetime Service Award,no page
Karlin,Anna,U Washington,Professor,http://www.cs.washington.edu/people/faculty/karlin/,ACM Fellow,"has a page, needs work"
Katabi,Dina,MIT,Associate Professor,http://people.csail.mit.edu/dina/,"IEEE Bennett Prize, Sloan Fellowship, Grace Murray Hopper Award, ACM Fellow","has page, needs work"
Kavraki,Lydia,Rice University,Professor,http://www.cs.rice.edu/~kavraki/,"AAAI, ACM. IEEE  Fellow","has a page, needs infobox"
Keller,Mary Kenneth (Sister),Clarke College,Founded CS Dept,http://cacm.acm.org/blogs/blog-cacm/159591-who-earned-first-computer-science-phd/fulltext,"1965 PhD in CS from Univ Wisconsin (1st woman, co-1st CS PhD ever)",has a page
Kellogg,Wendy,IBM,Manager of Social Computing Group,http://www.research.ibm.com/people/w/wkellogg/,"CHI Academy, ACM Fellow",no page
Kientz,Julie,University of Washington,"Asst. Professor Human Centered Design, Adj.Asst. Professor Information School and Computer Science & Engineering",http://faculty.washington.edu/jkientz/,"National Science Foundation CAREER Award, MIT Technology Review: “35 Innovators Under 35”",no page
Kiesler,Sara,Carnegie Mellon University,Professor,http://www.cs.cmu.edu/~kiesler/,"ACM Fellow, SIGCHI Lifetime Achievement Award, CHI Academy","has a page, needs work"
King,Augusta Ada (Countess of Lovelace),Charles Babbage,mathematician,http://www.sdsc.edu/ScienceWomen/lovelace.html,1st computer programmer 1843,has a page
Klawe,Maria,Harvey Mudd College,President,http://www.hmc.edu/about1/administrativeoffices/officeofthepresident1/bio.html,"ACM Fellow, Canadian Information Processing Society founding Fellow",has a page
Koller,Daphne,Stanford,Professor,ai.stanford.edu/~koller/,"MacArthur Fellowship, AAAI Fellow",has a page
Kolodner,Janet,Georgia Tech,,http://home.cc.gatech.edu/jlk,AAAI Fellow,"has page, needs work"
Kraus,Sarit,University of Maryland,Professor of Computer Science,www.umiacs.umd.edu/~sarit/,"IJCAI Computers and Thought Award, AAAI Fellow",has a page
Kurtzig,Sandra ,"ASK Computers, Kenandy",Founder and CEO,http://www.kenandy.com/leadership,one of Silicon Valley's first female entrepreneurs,has page but needs work
Lam,Monica,Stanford,Professor,suif.stanford.edu/~lam/,ACM Fellow,"has a page, needs infobox"
Lamarr,Hedy,Hollywood movie star,,http://www.hedylamarr.com/about/biography.html,co-inventor of spread-spectrum broadcast communications technologies 1940,EFF Special Pioneer Award 1997
Landau,Susan,Associate Editor in Chief ,IEEE Security and Privacy,http://privacyink.org/,"ACM Fellow, AAAS Fellow, ABI Women of Vision","has page, needs work"
Lau,Tessa,Savioke,Chief Robot Whisperer,http://tlau.org/,"Former IBM Research, ACM Senior Member",no page
Laura,Haas,IBM,IBM Fellow and Director,http://researcher.ibm.com/view.php?person=almaden-laura,ACM Fellow,no page
Le,Duy-Loan,Texas Instruments,Senior Fellow,http://www.sciencenhs.org/le.html,"WITI Hall of Fame,  ABI Women of Vision",has a page
Lee,Ruby,Princeton,Professor of Electrical Engineering,http://www.princeton.edu/~rblee/,ACM Fellow,no page
Leavitt,Henrietta Swan,Harvard College Observatory,astronomer 1893,http://www.womanastronomer.com/hleavitt.htm,instrumental in discovery of the cepheid variable stars,has a page
Lerner ,Barbara Staudt,Mount Holyoke College,Associate Professor,http://www.mtholyoke.edu/~blerner/,,no page
Lever,Mavis (aka Mavis Batey),"Bletchley Park, UK",Code Breaker,http://www.bletchleyparkresearch.co.uk/research-notes/women-codebreakers/,Cryptanalyst with Dilly Knox during WWII,has a page
